24
Src,Dest,Latency (ns),Bandwidth (GB/s)
20,16,500,5.0
16,21,500,5.0
21,16,500,5.0
16,22,500,5.0
22,16,500,5.0
16,23,500,5.0
23,16,500,5.0
17,0,500,5.0
0,17,500,5.0
17,1,500,5.0
1,17,500,5.0
17,2,500,5.0
2,17,500,5.0
17,3,500,5.0
3,17,500,5.0
17,4,500,5.0
4,17,500,5.0
17,5,500,5.0
5,17,500,5.0
17,6,500,5.0
6,17,500,5.0
17,7,500,5.0
7,17,500,5.0
17,8,500,5.0
8,17,500,5.0
17,9,500,5.0
9,17,500,5.0
17,10,500,5.0
10,17,500,5.0
17,11,500,5.0
11,17,500,5.0
17,12,500,5.0
12,17,500,5.0
17,13,500,5.0
13,17,500,5.0
17,14,500,5.0
14,17,500,5.0
17,15,500,5.0
15,17,500,5.0
17,19,500,5.0
19,17,500,5.0
17,20,500,5.0
20,17,500,5.0
17,21,500,5.0
21,17,500,5.0
17,22,500,5.0
22,17,500,5.0
17,23,500,5.0
23,17,500,5.0
18,0,500,5.0
0,18,500,5.0
18,1,500,5.0
1,18,500,5.0
18,2,500,5.0
2,18,500,5.0
18,3,500,5.0
3,18,500,5.0
18,4,500,5.0
4,18,500,5.0
18,5,500,5.0
5,18,500,5.0
18,6,500,5.0
6,18,500,5.0
18,7,500,5.0
7,18,500,5.0
18,8,500,5.0
8,18,500,5.0
18,9,500,5.0
9,18,500,5.0
18,10,500,5.0
10,18,500,5.0
18,11,500,5.0
11,18,500,5.0
18,12,500,5.0
12,18,500,5.0
18,13,500,5.0
13,18,500,5.0
18,14,500,5.0
14,18,500,5.0
18,15,500,5.0
15,18,500,5.0
18,16,500,5.0
16,18,500,5.0
18,20,500,5.0
20,18,500,5.0
18,21,500,5.0
21,18,500,5.0
18,22,500,5.0
22,18,500,5.0
18,23,500,5.0
23,18,500,5.0
19,0,500,5.0
0,19,500,5.0
19,1,500,5.0
1,19,500,5.0
19,2,500,5.0
2,19,500,5.0
19,3,500,5.0
3,19,500,5.0
19,4,500,5.0
4,19,500,5.0
19,5,500,5.0
5,19,500,5.0
19,6,500,5.0
6,19,500,5.0
19,7,500,5.0
7,19,500,5.0
19,8,500,5.0
8,19,500,5.0
19,9,500,5.0
9,19,500,5.0
19,10,500,5.0
10,19,500,5.0
19,11,500,5.0
11,19,500,5.0
19,12,500,5.0
12,19,500,5.0
19,13,500,5.0
13,19,500,5.0
19,14,500,5.0
14,19,500,5.0
19,15,500,5.0
15,19,500,5.0
19,16,500,5.0
16,19,500,5.0
19,17,500,5.0
17,19,500,5.0
19,21,500,5.0
21,19,500,5.0
19,22,500,5.0
22,19,500,5.0
19,23,500,5.0
23,19,500,5.0
20,0,500,5.0
0,20,500,5.0
20,1,500,5.0
1,20,500,5.0
20,2,500,5.0
2,20,500,5.0
20,3,500,5.0
3,20,500,5.0
20,4,500,5.0
4,20,500,5.0
20,5,500,5.0
5,20,500,5.0
20,6,500,5.0
6,20,500,5.0
20,7,500,5.0
7,20,500,5.0
20,8,500,5.0
8,20,500,5.0
20,9,500,5.0
9,20,500,5.0
20,10,500,5.0
10,20,500,5.0
20,11,500,5.0
11,20,500,5.0
20,12,500,5.0
12,20,500,5.0
20,13,500,5.0
13,20,500,5.0
20,14,500,5.0
14,20,500,5.0
20,15,500,5.0
15,20,500,5.0
20,16,500,5.0
16,20,500,5.0
20,17,500,5.0
17,20,500,5.0
20,18,500,5.0
18,20,500,5.0
20,22,500,5.0
22,20,500,5.0
20,23,500,5.0
23,20,500,5.0
21,0,500,5.0
0,21,500,5.0
21,1,500,5.0
1,21,500,5.0
21,2,500,5.0
2,21,500,5.0
21,3,500,5.0
3,21,500,5.0
21,4,500,5.0
4,21,500,5.0
21,5,500,5.0
5,21,500,5.0
21,6,500,5.0
6,21,500,5.0
21,7,500,5.0
7,21,500,5.0
21,8,500,5.0
8,21,500,5.0
21,9,500,5.0
9,21,500,5.0
21,10,500,5.0
10,21,500,5.0
21,11,500,5.0
11,21,500,5.0
21,12,500,5.0
12,21,500,5.0
21,13,500,5.0
13,21,500,5.0
21,14,500,5.0
14,21,500,5.0
21,15,500,5.0
15,21,500,5.0
21,16,500,5.0
16,21,500,5.0
21,17,500,5.0
17,21,500,5.0
21,18,500,5.0
18,21,500,5.0
21,19,500,5.0
19,21,500,5.0
21,23,500,5.0
23,21,500,5.0
22,0,500,5.0
0,22,500,5.0
22,1,500,5.0
1,22,500,5.0
22,2,500,5.0
2,22,500,5.0
22,3,500,5.0
3,22,500,5.0
22,4,500,5.0
4,22,500,5.0
22,5,500,5.0
5,22,500,5.0
22,6,500,5.0
6,22,500,5.0
22,7,500,5.0
7,22,500,5.0
22,8,500,5.0
8,22,500,5.0
22,9,500,5.0
9,22,500,5.0
22,10,500,5.0
10,22,500,5.0
22,11,500,5.0
11,22,500,5.0
22,12,500,5.0
12,22,500,5.0
22,13,500,5.0
13,22,500,5.0
22,14,500,5.0
14,22,500,5.0
22,15,500,5.0
15,22,500,5.0
22,16,500,5.0
16,22,500,5.0
22,17,500,5.0
17,22,500,5.0
22,18,500,5.0
18,22,500,5.0
22,19,500,5.0
19,22,500,5.0
22,20,500,5.0
20,22,500,5.0
23,0,500,5.0
0,23,500,5.0
23,1,500,5.0
1,23,500,5.0
23,2,500,5.0
2,23,500,5.0
23,3,500,5.0
3,23,500,5.0
23,4,500,5.0
4,23,500,5.0
23,5,500,5.0
5,23,500,5.0
23,6,500,5.0
6,23,500,5.0
23,7,500,5.0
7,23,500,5.0
23,8,500,5.0
8,23,500,5.0
23,9,500,5.0
9,23,500,5.0
23,10,500,5.0
10,23,500,5.0
23,11,500,5.0
11,23,500,5.0
23,12,500,5.0
12,23,500,5.0
23,13,500,5.0
13,23,500,5.0
23,14,500,5.0
14,23,500,5.0
23,15,500,5.0
15,23,500,5.0
23,16,500,5.0
16,23,500,5.0
23,17,500,5.0
17,23,500,5.0
23,18,500,5.0
18,23,500,5.0
23,19,500,5.0
19,23,500,5.0
23,20,500,5.0
20,23,500,5.0
23,21,500,5.0
21,23,500,5.0
