48
Src,Dest,Latency (ns),Bandwidth (GB/s)
22,7,500,5.0
7,23,500,5.0
23,7,500,5.0
7,24,500,5.0
24,7,500,5.0
7,25,500,5.0
25,7,500,5.0
7,26,500,5.0
26,7,500,5.0
7,27,500,5.0
27,7,500,5.0
7,28,500,5.0
28,7,500,5.0
7,29,500,5.0
29,7,500,5.0
7,30,500,5.0
30,7,500,5.0
7,31,500,5.0
31,7,500,5.0
7,32,500,5.0
32,7,500,5.0
7,33,500,5.0
33,7,500,5.0
7,34,500,5.0
34,7,500,5.0
7,35,500,5.0
35,7,500,5.0
7,36,500,5.0
36,7,500,5.0
7,37,500,5.0
37,7,500,5.0
7,38,500,5.0
38,7,500,5.0
7,39,500,5.0
39,7,500,5.0
7,40,500,5.0
40,7,500,5.0
7,41,500,5.0
41,7,500,5.0
7,42,500,5.0
42,7,500,5.0
7,43,500,5.0
43,7,500,5.0
7,44,500,5.0
44,7,500,5.0
7,45,500,5.0
45,7,500,5.0
7,46,500,5.0
46,7,500,5.0
7,47,500,5.0
47,7,500,5.0
8,0,500,5.0
0,8,500,5.0
8,1,500,5.0
1,8,500,5.0
8,2,500,5.0
2,8,500,5.0
8,3,500,5.0
3,8,500,5.0
8,4,500,5.0
4,8,500,5.0
8,5,500,5.0
5,8,500,5.0
8,6,500,5.0
6,8,500,5.0
8,10,500,5.0
10,8,500,5.0
8,11,500,5.0
11,8,500,5.0
8,12,500,5.0
12,8,500,5.0
8,13,500,5.0
13,8,500,5.0
8,14,500,5.0
14,8,500,5.0
8,15,500,5.0
15,8,500,5.0
8,16,500,5.0
16,8,500,5.0
8,17,500,5.0
17,8,500,5.0
8,18,500,5.0
18,8,500,5.0
8,19,500,5.0
19,8,500,5.0
8,20,500,5.0
20,8,500,5.0
8,21,500,5.0
21,8,500,5.0
8,22,500,5.0
22,8,500,5.0
8,23,500,5.0
23,8,500,5.0
8,24,500,5.0
24,8,500,5.0
8,25,500,5.0
25,8,500,5.0
8,26,500,5.0
26,8,500,5.0
8,27,500,5.0
27,8,500,5.0
8,28,500,5.0
28,8,500,5.0
8,29,500,5.0
29,8,500,5.0
8,30,500,5.0
30,8,500,5.0
8,31,500,5.0
31,8,500,5.0
8,32,500,5.0
32,8,500,5.0
8,33,500,5.0
33,8,500,5.0
8,34,500,5.0
34,8,500,5.0
8,35,500,5.0
35,8,500,5.0
8,36,500,5.0
36,8,500,5.0
8,37,500,5.0
37,8,500,5.0
8,38,500,5.0
38,8,500,5.0
8,39,500,5.0
39,8,500,5.0
8,40,500,5.0
40,8,500,5.0
8,41,500,5.0
41,8,500,5.0
8,42,500,5.0
42,8,500,5.0
8,43,500,5.0
43,8,500,5.0
8,44,500,5.0
44,8,500,5.0
8,45,500,5.0
45,8,500,5.0
8,46,500,5.0
46,8,500,5.0
8,47,500,5.0
47,8,500,5.0
9,0,500,5.0
0,9,500,5.0
9,1,500,5.0
1,9,500,5.0
9,2,500,5.0
2,9,500,5.0
9,3,500,5.0
3,9,500,5.0
9,4,500,5.0
4,9,500,5.0
9,5,500,5.0
5,9,500,5.0
9,6,500,5.0
6,9,500,5.0
9,7,500,5.0
7,9,500,5.0
9,11,500,5.0
11,9,500,5.0
9,12,500,5.0
12,9,500,5.0
9,13,500,5.0
13,9,500,5.0
9,14,500,5.0
14,9,500,5.0
9,15,500,5.0
15,9,500,5.0
9,16,500,5.0
16,9,500,5.0
9,17,500,5.0
17,9,500,5.0
9,18,500,5.0
18,9,500,5.0
9,19,500,5.0
19,9,500,5.0
9,20,500,5.0
20,9,500,5.0
9,21,500,5.0
21,9,500,5.0
9,22,500,5.0
22,9,500,5.0
9,23,500,5.0
23,9,500,5.0
9,24,500,5.0
24,9,500,5.0
9,25,500,5.0
25,9,500,5.0
9,26,500,5.0
26,9,500,5.0
9,27,500,5.0
27,9,500,5.0
9,28,500,5.0
28,9,500,5.0
9,29,500,5.0
29,9,500,5.0
9,30,500,5.0
30,9,500,5.0
9,31,500,5.0
31,9,500,5.0
9,32,500,5.0
32,9,500,5.0
9,33,500,5.0
33,9,500,5.0
9,34,500,5.0
34,9,500,5.0
9,35,500,5.0
35,9,500,5.0
9,36,500,5.0
36,9,500,5.0
9,37,500,5.0
37,9,500,5.0
9,38,500,5.0
38,9,500,5.0
9,39,500,5.0
39,9,500,5.0
9,40,500,5.0
40,9,500,5.0
9,41,500,5.0
41,9,500,5.0
9,42,500,5.0
42,9,500,5.0
9,43,500,5.0
43,9,500,5.0
9,44,500,5.0
44,9,500,5.0
9,45,500,5.0
45,9,500,5.0
9,46,500,5.0
46,9,500,5.0
9,47,500,5.0
47,9,500,5.0
10,0,500,5.0
0,10,500,5.0
10,1,500,5.0
1,10,500,5.0
10,2,500,5.0
2,10,500,5.0
10,3,500,5.0
3,10,500,5.0
10,4,500,5.0
4,10,500,5.0
10,5,500,5.0
5,10,500,5.0
10,6,500,5.0
6,10,500,5.0
10,7,500,5.0
7,10,500,5.0
10,8,500,5.0
8,10,500,5.0
10,12,500,5.0
12,10,500,5.0
10,13,500,5.0
13,10,500,5.0
10,14,500,5.0
14,10,500,5.0
10,15,500,5.0
15,10,500,5.0
10,16,500,5.0
16,10,500,5.0
10,17,500,5.0
17,10,500,5.0
10,18,500,5.0
18,10,500,5.0
10,19,500,5.0
19,10,500,5.0
10,20,500,5.0
20,10,500,5.0
10,21,500,5.0
21,10,500,5.0
10,22,500,5.0
22,10,500,5.0
10,23,500,5.0
23,10,500,5.0
10,24,500,5.0
24,10,500,5.0
10,25,500,5.0
25,10,500,5.0
10,26,500,5.0
26,10,500,5.0
10,27,500,5.0
27,10,500,5.0
10,28,500,5.0
28,10,500,5.0
10,29,500,5.0
29,10,500,5.0
10,30,500,5.0
30,10,500,5.0
10,31,500,5.0
31,10,500,5.0
10,32,500,5.0
32,10,500,5.0
10,33,500,5.0
33,10,500,5.0
10,34,500,5.0
34,10,500,5.0
10,35,500,5.0
35,10,500,5.0
10,36,500,5.0
36,10,500,5.0
10,37,500,5.0
37,10,500,5.0
10,38,500,5.0
38,10,500,5.0
10,39,500,5.0
39,10,500,5.0
10,40,500,5.0
40,10,500,5.0
10,41,500,5.0
41,10,500,5.0
10,42,500,5.0
42,10,500,5.0
10,43,500,5.0
43,10,500,5.0
10,44,500,5.0
44,10,500,5.0
10,45,500,5.0
45,10,500,5.0
10,46,500,5.0
46,10,500,5.0
10,47,500,5.0
47,10,500,5.0
11,0,500,5.0
0,11,500,5.0
11,1,500,5.0
1,11,500,5.0
11,2,500,5.0
2,11,500,5.0
11,3,500,5.0
3,11,500,5.0
11,4,500,5.0
4,11,500,5.0
11,5,500,5.0
5,11,500,5.0
11,6,500,5.0
6,11,500,5.0
11,7,500,5.0
7,11,500,5.0
11,8,500,5.0
8,11,500,5.0
11,9,500,5.0
9,11,500,5.0
11,13,500,5.0
13,11,500,5.0
11,14,500,5.0
14,11,500,5.0
11,15,500,5.0
15,11,500,5.0
11,16,500,5.0
16,11,500,5.0
11,17,500,5.0
17,11,500,5.0
11,18,500,5.0
18,11,500,5.0
11,19,500,5.0
19,11,500,5.0
11,20,500,5.0
20,11,500,5.0
11,21,500,5.0
21,11,500,5.0
11,22,500,5.0
22,11,500,5.0
11,23,500,5.0
23,11,500,5.0
11,24,500,5.0
24,11,500,5.0
11,25,500,5.0
25,11,500,5.0
11,26,500,5.0
26,11,500,5.0
11,27,500,5.0
27,11,500,5.0
11,28,500,5.0
28,11,500,5.0
11,29,500,5.0
29,11,500,5.0
11,30,500,5.0
30,11,500,5.0
11,31,500,5.0
31,11,500,5.0
11,32,500,5.0
32,11,500,5.0
11,33,500,5.0
33,11,500,5.0
11,34,500,5.0
34,11,500,5.0
11,35,500,5.0
35,11,500,5.0
11,36,500,5.0
36,11,500,5.0
11,37,500,5.0
37,11,500,5.0
11,38,500,5.0
38,11,500,5.0
11,39,500,5.0
39,11,500,5.0
11,40,500,5.0
40,11,500,5.0
11,41,500,5.0
41,11,500,5.0
11,42,500,5.0
42,11,500,5.0
11,43,500,5.0
43,11,500,5.0
11,44,500,5.0
44,11,500,5.0
11,45,500,5.0
45,11,500,5.0
11,46,500,5.0
46,11,500,5.0
11,47,500,5.0
47,11,500,5.0
12,0,500,5.0
0,12,500,5.0
12,1,500,5.0
1,12,500,5.0
12,2,500,5.0
2,12,500,5.0
12,3,500,5.0
3,12,500,5.0
12,4,500,5.0
4,12,500,5.0
12,5,500,5.0
5,12,500,5.0
12,6,500,5.0
6,12,500,5.0
12,7,500,5.0
7,12,500,5.0
12,8,500,5.0
8,12,500,5.0
12,9,500,5.0
9,12,500,5.0
12,10,500,5.0
10,12,500,5.0
12,14,500,5.0
14,12,500,5.0
12,15,500,5.0
15,12,500,5.0
12,16,500,5.0
16,12,500,5.0
12,17,500,5.0
17,12,500,5.0
12,18,500,5.0
18,12,500,5.0
12,19,500,5.0
19,12,500,5.0
12,20,500,5.0
20,12,500,5.0
12,21,500,5.0
21,12,500,5.0
12,22,500,5.0
22,12,500,5.0
12,23,500,5.0
23,12,500,5.0
12,24,500,5.0
24,12,500,5.0
12,25,500,5.0
25,12,500,5.0
12,26,500,5.0
26,12,500,5.0
12,27,500,5.0
27,12,500,5.0
12,28,500,5.0
28,12,500,5.0
12,29,500,5.0
29,12,500,5.0
12,30,500,5.0
30,12,500,5.0
12,31,500,5.0
31,12,500,5.0
12,32,500,5.0
32,12,500,5.0
12,33,500,5.0
33,12,500,5.0
12,34,500,5.0
34,12,500,5.0
12,35,500,5.0
35,12,500,5.0
12,36,500,5.0
36,12,500,5.0
12,37,500,5.0
37,12,500,5.0
12,38,500,5.0
38,12,500,5.0
12,39,500,5.0
39,12,500,5.0
12,40,500,5.0
40,12,500,5.0
12,41,500,5.0
41,12,500,5.0
12,42,500,5.0
42,12,500,5.0
12,43,500,5.0
43,12,500,5.0
12,44,500,5.0
44,12,500,5.0
12,45,500,5.0
45,12,500,5.0
12,46,500,5.0
46,12,500,5.0
12,47,500,5.0
47,12,500,5.0
13,0,500,5.0
0,13,500,5.0
13,1,500,5.0
1,13,500,5.0
13,2,500,5.0
2,13,500,5.0
13,3,500,5.0
3,13,500,5.0
13,4,500,5.0
4,13,500,5.0
13,5,500,5.0
5,13,500,5.0
13,6,500,5.0
6,13,500,5.0
13,7,500,5.0
7,13,500,5.0
13,8,500,5.0
8,13,500,5.0
13,9,500,5.0
9,13,500,5.0
13,10,500,5.0
10,13,500,5.0
13,11,500,5.0
11,13,500,5.0
13,15,500,5.0
15,13,500,5.0
13,16,500,5.0
16,13,500,5.0
13,17,500,5.0
17,13,500,5.0
13,18,500,5.0
18,13,500,5.0
13,19,500,5.0
19,13,500,5.0
13,20,500,5.0
20,13,500,5.0
13,21,500,5.0
21,13,500,5.0
13,22,500,5.0
22,13,500,5.0
13,23,500,5.0
23,13,500,5.0
13,24,500,5.0
24,13,500,5.0
13,25,500,5.0
25,13,500,5.0
13,26,500,5.0
26,13,500,5.0
13,27,500,5.0
27,13,500,5.0
13,28,500,5.0
28,13,500,5.0
13,29,500,5.0
29,13,500,5.0
13,30,500,5.0
30,13,500,5.0
13,31,500,5.0
31,13,500,5.0
13,32,500,5.0
32,13,500,5.0
13,33,500,5.0
33,13,500,5.0
13,34,500,5.0
34,13,500,5.0
13,35,500,5.0
35,13,500,5.0
13,36,500,5.0
36,13,500,5.0
13,37,500,5.0
37,13,500,5.0
13,38,500,5.0
38,13,500,5.0
13,39,500,5.0
39,13,500,5.0
13,40,500,5.0
40,13,500,5.0
13,41,500,5.0
41,13,500,5.0
13,42,500,5.0
42,13,500,5.0
13,43,500,5.0
43,13,500,5.0
13,44,500,5.0
44,13,500,5.0
13,45,500,5.0
45,13,500,5.0
13,46,500,5.0
46,13,500,5.0
13,47,500,5.0
47,13,500,5.0
14,0,500,5.0
0,14,500,5.0
14,1,500,5.0
1,14,500,5.0
14,2,500,5.0
2,14,500,5.0
14,3,500,5.0
3,14,500,5.0
14,4,500,5.0
4,14,500,5.0
14,5,500,5.0
5,14,500,5.0
14,6,500,5.0
6,14,500,5.0
14,7,500,5.0
7,14,500,5.0
14,8,500,5.0
8,14,500,5.0
14,9,500,5.0
9,14,500,5.0
14,10,500,5.0
10,14,500,5.0
14,11,500,5.0
11,14,500,5.0
14,12,500,5.0
12,14,500,5.0
14,16,500,5.0
16,14,500,5.0
14,17,500,5.0
17,14,500,5.0
14,18,500,5.0
18,14,500,5.0
14,19,500,5.0
19,14,500,5.0
14,20,500,5.0
20,14,500,5.0
14,21,500,5.0
21,14,500,5.0
14,22,500,5.0
22,14,500,5.0
14,23,500,5.0
23,14,500,5.0
14,24,500,5.0
24,14,500,5.0
14,25,500,5.0
25,14,500,5.0
14,26,500,5.0
26,14,500,5.0
14,27,500,5.0
27,14,500,5.0
14,28,500,5.0
28,14,500,5.0
14,29,500,5.0
29,14,500,5.0
14,30,500,5.0
